node_1,node_2,topic_name,edge,count
second step,pieces of information,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
second step,scattered throughout the text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
second step,simple pattern search,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
second step,unconstrained text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
semantic properties,functional CSPs,"Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs,Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs,Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs",contextual proximity,3
semantic properties,functional constraints,Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs,The paper proposes a decomposition method that takes into account semantic properties of functional constraints (not bijective constraints) in solving functional CSPs.,4
semantic properties,root set,"Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs,Induction of First-Order Decision Lists: Results on Learning the Past   Tense of English Verbs",contextual proximity,2
semantic rather than structural information,discourse sense,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,3
semantic rather than structural information,sentential sense,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,2
sentential sense,automatically construct classification models,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,2
sentential sense,cue phrases may be used,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models","correctly classifying cue phrases as discourse or sentential is critical in natural language processing systems that exploit discourse structure,contextual proximity",6
sentential sense,discourse sense,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,6
sentential sense,explicitly signal discourse structure,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,2
sentential sense,manually derived classification models already in the literature,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,2
sentential sense,semantic rather than structural information,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models","cue phrases may be used in a sentential sense to convey semantic rather than structural information,contextual proximity",6
sequence,discrete symbols,Synthesizing Customized Planners from Specifications,SEQUITUR operates on a sequence of discrete symbols.,4
sequence,structure,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
sequentiality between intervals,Allen's interval algebra,"Bidirectional Heuristic Search Reconsidered,Bidirectional Heuristic Search Reconsidered,Bidirectional Heuristic Search Reconsidered",contextual proximity,3
sets of clauses in each of the six ordered languages,least generalization,"On Partially Controlled Multi-Agent Systems,On Partially Controlled Multi-Agent Systems",contextual proximity,2
sigmoid belief networks,classification of handwritten digits,"Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor","We demonstrate the utility of our mean field theory framework for the classification of handwritten digits, a benchmark problem in statistical pattern recognition.,contextual proximity",6
sigmoid belief networks,likelihood of evidence,"Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor",contextual proximity,2
sigmoid belief networks,mean field theory,"Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor",contextual proximity,6
sigmoid belief networks,tractable approximation,"Further Experimental Evidence against the Utility of Occam's Razor,Further Experimental Evidence against the Utility of Occam's Razor",contextual proximity,2
significantly fewer examples,FOIDL,"Learning Membership Functions in a Function-Based Object Recognition   System,Learning Membership Functions in a Function-Based Object Recognition   System,Learning Membership Functions in a Function-Based Object Recognition   System,Learning Membership Functions in a Function-Based Object Recognition   System",contextual proximity,4
significantly fewer examples,first-order decision lists,"Learning Membership Functions in a Function-Based Object Recognition   System,Learning Membership Functions in a Function-Based Object Recognition   System",contextual proximity,2
significantly fewer examples,learning a new class of concepts,"Learning Membership Functions in a Function-Based Object Recognition   System,Learning Membership Functions in a Function-Based Object Recognition   System",contextual proximity,2
similar cases,machine learning method,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",contextual proximity,2
similar cases,ordered disjunctive normal form (DNF),"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",contextual proximity,2
similar cases,search for similar cases,Improved Use of Continuous Attributes in C4.5,The new technique can be extended to search efficiently for similar cases prior to approximating function values.,4
similar instances of a substructure,approximate measure of closeness,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,background knowledge,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
similar instances of a substructure,database,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
similar instances of a substructure,discovering knowledge in structural data,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,graph,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
similar instances of a substructure,graph match,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
similar instances of a substructure,guides the search towards more appropriate substructures,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,hierarchical description,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,inexact graph match,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction",contextual proximity,2
similar instances of a substructure,original data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
similar instances of a substructure,representing structural concepts,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
similar instances of a substructure,substructure discovery,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,12
similar instances of a substructure,two substructures,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
simple pattern search,first step,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,high level of system performance,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,human performance,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,information,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,information extraction,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,interest,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,key word search,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,pieces of information,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,scattered throughout the text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,second step,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
simple pattern search,unconstrained text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",contextual proximity,2
single k-ary recursive constant-depth determinate clause,maximal generality,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",contextual proximity,2
single k-ary recursive constant-depth determinate clause,pac-learnability,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",contextual proximity,2
single k-ary recursive constant-depth determinate clause,recursive constant-depth determinate clause,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",contextual proximity,2
single k-ary recursive constant-depth determinate clause,two-clause programs consisting of one learnable recursive clause and one constant-depth determinant non-recursive clause,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",contextual proximity,4
single k-ary recursive constant-depth determinate clause,two-clause programs consisting of one learnable recursive clause and one constant-depth determinate non-recursive clause,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",contextual proximity,2
situated explanation,Instructo-Soar,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,6
situated explanation,Interactive tutorial instruction,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,Situated explanation-based learning,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,agent,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,"approach to learning from situated, interactive tutorial instruction","Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions","achieves such learning through a combination of analytic and inductive techniques.,contextual proximity",6
situated explanation,contextually guided responses to incomplete explanations,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,flexible paradigm for teaching tasks,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,form of explanation-based learning,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,"instructions that apply to either its current situation or to a hypothetical situation specified in language (as in, for instance, conditional instructions)","Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,interactive tutorial instruction,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,known or unknown commands,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,learning each class of knowledge it uses to perform tasks,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,"learning from situated, interactive tutorial instruction","Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
situated explanation,learning hierarchies of new tasks and other domain knowledge from interactive natural language instructions,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",contextual proximity,2
"small, local changes to a theory",complex structural alterations that may be required,FLECS: Planning with a Flexible Commitment Strategy,have limited value for accomplishing.,4
"small, local changes to a theory",fine-tuned theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",contextual proximity,2
"small, local changes to a theory",initial theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",contextual proximity,2
smaller and more accurate than their axis-parallel counterparts,OC1,"A Domain-Independent Algorithm for Plan Adaptation,A Domain-Independent Algorithm for Plan Adaptation",contextual proximity,2
smaller consistent decision trees,accuracy of individual trees,"Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy","for many of the problems investigated, smaller consistent decision trees are on average less accurate than the average accuracy of slightly larger trees.,contextual proximity",6
soundness and completeness,logical domain theories,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",contextual proximity,2
soundness and completeness,theory patching,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",contextual proximity,4
spatial algebra,RCC-5,"Dynamic Non-Bayesian Decision Making,Dynamic Non-Bayesian Decision Making",contextual proximity,2
special-purpose massively parallel system,minimize system production and operational costs,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,"The hardware platform, a special-purpose massively parallel system, has been chosen to minimize system production and operational costs.",4
special-purpose massively parallel system,vision-based road detection system,"The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning",contextual proximity,2
speedups,A* heuristic,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,LIFO prioritization,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,Lisp code,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,domain-independent techniques,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,experiments based on modifications of UCPOP,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer","The author's improved plan and goal selection strategies gave speedups by factors ranging from 5 to more than 1000 for a variety of problems that are nontrivial for the unmodified version during experiments.,contextual proximity",6
speedups,hardest problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,initial and goal conditions,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,operator parameter domains,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,4
speedups,practicality of well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,preferring zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,4
speedups,pruning nonviable operator instances,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,pruning search,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,4
speedups,spurious clobbering threats,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,techniques and test problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
speedups,zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
spontaneously spoken language,connectionist networks,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",contextual proximity,2
spontaneously spoken language,data-driven learning,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",contextual proximity,2
spontaneously spoken language,deeply structured symbolic analysis,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty","approaches often have been based on encoding syntactic and semantic knowledge manually and symbolically, in contrast to the screening approach described in this paper.,contextual proximity",6
spontaneously spoken language,hand-coded symbolic grammar or symbolic semantic component,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty","approaches often have been based on encoding syntactic and semantic knowledge manually and symbolically, in contrast to the screening approach described in this paper.,contextual proximity",8
spontaneously spoken language,screening approach,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",contextual proximity,6
spurious clobbering threats,operator parameter domains,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
spurious clobbering threats,preferring zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
spurious clobbering threats,pruning nonviable operator instances,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,"During planning, parameter domains can be used to prune nonviable operator instances and to remove spurious clobbering threats.",4
spurious clobbering threats,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
spurious clobbering threats,speedups,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",contextual proximity,2
stability,logical domain theories,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",contextual proximity,2
stability,theory patching,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",contextual proximity,4
stable models,NP-hard,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
stable models,Omegak,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference","If a knowledge base Pi is in Omega_k, then Pi has at most k stable models, and all of them may be found in time O(lnk).,contextual proximity",6
stable models,class,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
stable models,hierarchy,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
stable models,knowledge base,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,8
stable models,minimum k,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
stable models,stratified knowledge base,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
standard algorithms for exact inference,Q-DAG evaluation algorithm,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork","time and space complexity is linear in the size of the Q-DAG, standard evaluation of arithmetic expression,contextual proximity",6
standard algorithms for exact inference,Q-DAG generation algorithm,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork","can be generated using clustering and conditioning algorithms, time complexity is no worse than the time complexity of the inference algorithm,contextual proximity",6
standard algorithms for exact inference,Q-DAGs,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,6
standard algorithms for exact inference,belief networks,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,6
standard algorithms for exact inference,evidence symbols,"Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,2
standard algorithms for exact inference,network queries,"Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,2
standard algorithms for exact inference,numeric operations,"Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,2
standard algorithms for exact inference,"on-line, real-world applications","Towards Flexible Teamwork,Towards Flexible Teamwork",contextual proximity,2
