node_1,node_2,topic_name,count,edge
data,original data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
data,representing structural concepts,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
data,similar instances of a substructure,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
data,substructure discovery,"Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",6,contextual proximity
data,two substructures,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
data-driven learning,hand-coded symbolic grammar or symbolic semantic component,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",2,contextual proximity
data-driven learning,screening approach,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",3,contextual proximity
data-driven learning,spontaneously spoken language,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",2,contextual proximity
database,approximate measure of closeness,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,background knowledge,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,discovering knowledge in structural data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,graph,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,graph match,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,guides the search towards more appropriate substructures,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,hierarchical description,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,original data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,representing structural concepts,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,similar instances of a substructure,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
database,substructure discovery,"Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",6,contextual proximity
database,two substructures,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
decision tree,ICET,"Pac-learning Recursive Logic Programs: Negative Results,Pac-learning Recursive Logic Programs: Negative Results,Pac-learning Recursive Logic Programs: Negative Results,Pac-learning Recursive Logic Programs: Negative Results,Pac-learning Recursive Logic Programs: Negative Results",5,contextual proximity
decision-theoretic primitives,canonical form,"Logarithmic-Time Updates and Queries in Probabilistic Networks,Logarithmic-Time Updates and Queries in Probabilistic Networks",2,contextual proximity
decomposable dependency models,graphical models,"Flaw Selection Strategies for Partial-Order Planning,Flaw Selection Strategies for Partial-Order Planning",2,contextual proximity
decomposable dependency models,independence relationships,"Flaw Selection Strategies for Partial-Order Planning,Flaw Selection Strategies for Partial-Order Planning",2,contextual proximity
deeply structured symbolic analysis,hand-coded symbolic grammar or symbolic semantic component,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",2,contextual proximity
deeply structured symbolic analysis,screening approach,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",3,contextual proximity
deeply structured symbolic analysis,spontaneously spoken language,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty",2,contextual proximity
default reasoning,logic of relative likelihood,"Incremental Recompilation of Knowledge,Incremental Recompilation of Knowledge",2,contextual proximity
delayed-commitment,FLECS,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,difficult goal interactions,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,eager-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,eager-commitment planners,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,efficient planning strategies,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,least-commitment planners,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,planning algorithm,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,planning domains and problems,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,planning problems,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
delayed-commitment,planning strategy,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
description graphs,CLASSIC,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description graphs,CLASSIC descriptions,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description graphs,algorithm that is incomplete with respect to,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description graphs,description logics,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description graphs,individuals,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description graphs,"standard, model-theoretic semantics for description logics","Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",4,contextual proximity
description graphs,subsumption algorithm,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description logics,description graphs,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
description logics,"standard, model-theoretic semantics for description logics","Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
designer,controllable agent,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",4,contextual proximity
designer,expected utility maximizer,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",2,contextual proximity
designer,multi-agent system,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",2,contextual proximity
designer,partially controlled multi-agent system,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",6,contextual proximity
designer,reinforcement learner,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",2,contextual proximity
designer,uncontrollable agent,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",8,contextual proximity
desirable TKRS-deduction services,inclusion statements,"Decidable Reasoning in Terminological Knowledge Representation Systems,Decidable Reasoning in Terminological Knowledge Representation Systems",2,contextual proximity
difference matching,computer program,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",3,contextual proximity
difference matching,critic,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",5,contextual proximity
difference matching,diverging proof attempts,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
difference matching,proof attempt,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",3,contextual proximity
differences,computer program,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",3,contextual proximity
differences,critic,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",5,contextual proximity
differences,diverging proof attempts,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
differences,proof attempt,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",3,contextual proximity
"differing, incomplete, and possibly inconsistent views of their environment",STEAM,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",4,contextual proximity
"differing, incomplete, and possibly inconsistent views of their environment",STEAM's central hypothesis,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",2,contextual proximity
"differing, incomplete, and possibly inconsistent views of their environment",joint intentions,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",3,contextual proximity
"differing, incomplete, and possibly inconsistent views of their environment",team members,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",3,contextual proximity
difficult goal interactions,delayed-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
difficult real-time constraints imposed by moving vehicle applications,vision-based road detection system,"The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning",2,contextual proximity
direct application of multiclass algorithms,distributed output representation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
direct application of multiclass algorithms,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
direct application of multiclass algorithms,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",4,contextual proximity
directed acyclic graphs,canonical form,"Logarithmic-Time Updates and Queries in Probabilistic Networks,Logarithmic-Time Updates and Queries in Probabilistic Networks",2,contextual proximity
directed graphs representing a Markov chain,graphical framework,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",2,contextual proximity
directed graphs representing a Markov chain,graphical models,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",4,contextual proximity
directed graphs representing a Markov chain,graphical specification,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",2,contextual proximity
discourse sense,automatically construct classification models,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",3,contextual proximity
discourse sense,cue phrases may be used,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",3,contextual proximity
discourse sense,explicitly signal discourse structure,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",3,contextual proximity
discourse sense,manually derived classification models already in the literature,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",3,contextual proximity
discourse sense,semantic rather than structural information,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",3,contextual proximity
discourse sense,sentential sense,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",6,contextual proximity
discovering knowledge in structural data,approximate measure of closeness,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,background knowledge,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
discovering knowledge in structural data,database,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
discovering knowledge in structural data,graph,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
discovering knowledge in structural data,graph match,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
discovering knowledge in structural data,guides the search towards more appropriate substructures,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,hierarchical description,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,inexact graph match,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction",2,contextual proximity
discovering knowledge in structural data,original data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
discovering knowledge in structural data,representing structural concepts,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,similar instances of a substructure,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discovering knowledge in structural data,substructure discovery,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",12,contextual proximity
discovering knowledge in structural data,two substructures,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",4,contextual proximity
discrete symbols,structure,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",2,contextual proximity
distorted template,vision-based road detection system,"The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning",2,contextual proximity
distributed output representation,C4.5 and backpropagation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,binary concept learning algorithms,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,changes in training sample size,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,direct application of multiclass algorithms,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,distributed output representations,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,error-correcting codes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,error-correcting output codes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",4,contextual proximity
distributed output representation,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",8,contextual proximity
distributed output representation,multiclass problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,overfitting avoidance techniques,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,particular classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,reliable class probability estimates,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representation,robustness,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representations,distributed output representation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representations,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
distributed output representations,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",4,contextual proximity
distributed system,adaptive load balancing,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
distributed system,heterogeneous populations,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
diverging proof attempts,Inductive theorem provers,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
diverging proof attempts,computer program,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",6,contextual proximity
diverging proof attempts,critic,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",10,contextual proximity
diverging proof attempts,difference matching,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
diverging proof attempts,differences,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
diverging proof attempts,generalizations,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
diverging proof attempts,lemmas,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",2,contextual proximity
diverging proof attempts,proof attempt,"Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study,Adaptive Problem-solving for Large-scale Scheduling Problems: A Case   Study",6,contextual proximity
domain dependent approaches,automatically synthesized domain independent planners,"The Essence of Constraint Propagation,The Essence of Constraint Propagation",2,contextual proximity
domain independent approaches,automatically synthesized domain independent planners,"The Essence of Constraint Propagation,The Essence of Constraint Propagation",2,contextual proximity
domain theory,logical domain theories,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",2,contextual proximity
domain theory,theory patching,"Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update,Modeling Belief in Dynamic Systems, Part II: Revision and Update",4,contextual proximity
domain-independent techniques,operator parameter domains,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
domain-independent techniques,preferring zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
domain-independent techniques,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
domain-independent techniques,speedups,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
domains in which the attributes are numeric,OC1,"A Domain-Independent Algorithm for Plan Adaptation,A Domain-Independent Algorithm for Plan Adaptation",2,contextual proximity
dynamic environments,T-R programs,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",6,contextual proximity
dynamic environments,autonomous agents,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",4,contextual proximity
dynamic environments,compact circuitry,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",2,contextual proximity
