node_1,node_2,edge,count,topic_name
Control strategy,Iterative optimization,Each of which repeatedly modifies an initial clustering in search of a better one. One of these methods appears novel as an iterative optimization strategy in clustering contexts.,4,2Planning for Contingencies: A Decision-based Approach
Performance task,Pattern completion,"Several authors have abstracted these criteria and posited a generic performance task akin to pattern completion, where the error rate over completed patterns is used to `externally' judge clustering utility.",4,2Planning for Contingencies: A Decision-based Approach
Resampling-based pruning strategies,Simplifying hierarchical clusterings,"Given this performance task, we adapt resampling-based pruning strategies used by supervised learning systems to the task of simplifying hierarchical clusterings, thus promising to ease post-clustering analysis.",4,2Planning for Contingencies: A Decision-based Approach
Attribute-selection measures,Decision-tree induction,"Finally, we propose a number of objective functions, based on attribute-selection measures for decision-tree induction, that might perform well on the error rate and simplicity dimensions.",4,2Planning for Contingencies: A Decision-based Approach
Occam's razor,Utility of Occam's razor,This paper presents new experimental evidence against the utility of Occam's razor.,4,A Principled Approach Towards Symbolic Geometric Constraint Satisfaction
Decision trees produced by C4.5,Post-processing decision trees,A systematic procedure is presented for post-processing decision trees produced by C4.5.,4,A Principled Approach Towards Symbolic Geometric Constraint Satisfaction
Similar objects,Same class,This procedure was derived by rejecting Occam's razor and instead attending to the assumption that similar objects are likely to belong to the same class.,4,A Principled Approach Towards Symbolic Geometric Constraint Satisfaction
Decision trees,More complex decision trees,"The resulting more complex decision trees are demonstrated to have, on average, for a variety of common learning tasks, higher predictive accuracy than the less complex original decision trees.",4,A Principled Approach Towards Symbolic Geometric Constraint Satisfaction
Occam's razor,Utility of Occam's razor,This result raises considerable doubt about the utility of Occam's razor as it is commonly applied in modern machine learning.,4,A Principled Approach Towards Symbolic Geometric Constraint Satisfaction
least generalization,"finite set of clauses containing at least one non-tautologous function-free clause (among other, not necessarily function-free clauses)",existence under implication in each of the six ordered sets,4,On Partially Controlled Multi-Agent Systems
least generalization,background knowledge,"need not exist under relative implication, not even if both the set that is to be generalized and the background knowledge are function-free",4,On Partially Controlled Multi-Agent Systems
greatest specialization,sets of clauses in each of the six ordered languages,complete discussion of existence and non-existence,4,On Partially Controlled Multi-Agent Systems
reinforcement learning,learning through trial-and-error interactions with a dynamic environment,reinforcement learning is the problem faced by an agent that learns behavior through trial-and-error interactions with a dynamic environment.,4,Spatial Aggregation: Theory and Applications
computer science perspective,machine learning,"this paper surveys the field of reinforcement learning from a computer science perspective, which is written to be accessible to researchers familiar with machine learning.",4,Spatial Aggregation: Theory and Applications
reinforcement,resemblance to work in psychology,"the work described here has a resemblance to work in psychology, but differs considerably in the details and in the use of the word ""reinforcement"".",4,Spatial Aggregation: Theory and Applications
Markov decision theory,establishing the foundations of the field,"the central issues of reinforcement learning, including establishing the foundations of the field via Markov decision theory, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
trading off exploration and exploitation,central issues of reinforcement learning,"the central issues of reinforcement learning, including trading off exploration and exploitation, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
delayed reinforcement,learning from delayed reinforcement,"the central issues of reinforcement learning, including learning from delayed reinforcement, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
empirical models,accelerating learning,"the central issues of reinforcement learning, including constructing empirical models to accelerate learning, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
generalization and hierarchy,making use of generalization and hierarchy,"the central issues of reinforcement learning, including making use of generalization and hierarchy, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
hidden state,coping with hidden state,"the central issues of reinforcement learning, including coping with hidden state, are discussed in this paper.",4,Spatial Aggregation: Theory and Applications
practical utility,assessment of practical utility,this paper concludes with a survey of some implemented systems and an assessment of the practical utility of current methods for reinforcement learning.,4,Spatial Aggregation: Theory and Applications
scheduling problems,domain specific techniques,"Although most scheduling problems are NP-hard, domain specific techniques perform well in practice but are quite expensive to construct.",4,A Hierarchy of Tractable Subsets for Computing Stable Models
adaptive problem-solving solving,domain specific knowledge,"In adaptive problem-solving solving, domain specific knowledge is acquired automatically for a general problem solver with a flexible control architecture.",4,A Hierarchy of Tractable Subsets for Computing Stable Models
learning system,space of possible heuristic methods,"In this approach, a learning system explores a space of possible heuristic methods for one well-suited to the eccentricities of the given domain and problem distribution.",4,A Hierarchy of Tractable Subsets for Computing Stable Models
scheduling satellite communications,problem distributions based on actual mission requirements,"Using problem distributions based on actual mission requirements, our approach identifies strategies that not only decrease the amount of CPU time required to produce schedules, but also increase the percentage of problems that are solvable within computational resource limitations.",4,A Hierarchy of Tractable Subsets for Computing Stable Models
Speedup learning,Problem solving with experience,Seeks to improve computational efficiency,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Speedup learning,Random problems and their solutions,"Applies to two different representations of learned knowledge: control rules and macro-operators, and proves theorems that identify sufficient conditions for learning in each representation",4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Symbolic integration,Speedup learning framework,Illustrates framework with implementation in two domains: symbolic integration and Eight Puzzle,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Eight Puzzle,Speedup learning framework,Illustrates framework with implementation in two domains: symbolic integration and Eight Puzzle,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Empirical learning of control rules,Speedup learning framework,Integrates many strands of experimental and theoretical work in machine learning,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Macro-operator learning,Speedup learning framework,Integrates many strands of experimental and theoretical work in machine learning,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
Explanation-Based Learning (EBL),Speedup learning framework,Integrates many strands of experimental and theoretical work in machine learning,4,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning
full knowledge of the conditions under which the plan will be executed,uncertainty in the world,opposite concepts,4,Cue Phrase Classification Using Machine Learning
classical AI planners,Cassandra,different types of planners,4,Cue Phrase Classification Using Machine Learning
explicit decision-steps,action outcome predictability,incompatibility,4,Cue Phrase Classification Using Machine Learning
decision-making procedures,different decision-making procedures,availability in Cassandra,4,Cue Phrase Classification Using Machine Learning
collection of geometric bodies,configuration of a collection of geometric bodies,the process of finding the configuration of a collection of geometric bodies to satisfy given constraints is an important problem in geometric reasoning.,4,Mechanisms for Automated Negotiation in State Oriented Domains
degrees of freedom analysis,efficiently solving the problem of finding the configuration of a collection of geometric bodies to satisfy given constraints by symbolically reasoning about geometry,recently suggested approach,4,Mechanisms for Automated Negotiation in State Oriented Domains
plan fragments,specialized routines used in degrees of freedom analysis to change the configuration of a set of bodies to satisfy new constraints while preserving existing constraints,a set of plan fragments is employed in degrees of freedom analysis,4,Mechanisms for Automated Negotiation in State Oriented Domains
geometric bodies,collection of geometric shapes or objects,the problem of finding the configuration of a collection of geometric bodies to satisfy given constraints applies to geometric bodies.,4,Mechanisms for Automated Negotiation in State Oriented Domains
actions,set of operations or transformations that can be performed on geometric bodies,first principles about geometric bodies and actions are used to automatically synthesize plan fragments.,4,Mechanisms for Automated Negotiation in State Oriented Domains
topology,"study of the properties that are preserved under continuous transformations (such as bending, stretching, or crumpling) while preserving the connectivity of a space",first principles about geometric bodies and topology are used to automatically synthesize plan fragments.,4,Mechanisms for Automated Negotiation in State Oriented Domains
multi-agent system,partially controlled multi-agent system,A partially controlled multi-agent system is a type of multi-agent system where some agents are directly controlled by the designer and others are not.,4,Learning First-Order Definitions of Functions
controllable agent,partially controlled multi-agent system,Controllable agents are agents that are directly controlled by the designer within a partially controlled multi-agent system.,4,Learning First-Order Definitions of Functions
uncontrollable agent,partially controlled multi-agent system,Uncontrollable agents are not under the direct control of the designer within a partially controlled multi-agent system.,4,Learning First-Order Definitions of Functions
designer,controllable agent,The designer directly controls the behavior of controllable agents in a partially controlled multi-agent system.,4,Learning First-Order Definitions of Functions
expected utility maximizer,uncontrollable agent,"In one context, the uncontrollable agents are expected utility maximizers within a partially controlled multi-agent system.",4,Learning First-Order Definitions of Functions
reinforcement learner,uncontrollable agent,"In another context, the uncontrollable agents are reinforcement learners within a partially controlled multi-agent system.",4,Learning First-Order Definitions of Functions
designer,uncontrollable agent,The designer influences the behavior of uncontrollable agents in a partially controlled multi-agent system through appropriate design of the controlled agents.,4,Learning First-Order Definitions of Functions
Visual thinking,Scientific reasoning,The given context highlights the importance of visual thinking in scientific reasoning.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Imagistic reasoning,Expert level performance,"Programs incorporating imagistic reasoning can perform at an expert level in domains that defy current analytic or numerical methods, as demonstrated by the research mentioned in the context.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Imagistic reasoning,Image-like analogue representations,"Imagistic reasoning organizes computations around image-like, analogue representations as identified through research on automating diverse reasoning tasks.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Unified description of imagistic problem solvers,A program written in the spatial aggregation paradigm unifies the description of a class of imagistic problem solvers.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Continuous field,A program written in this paradigm takes a continuous field as input.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Optional objective functions,A program written in this paradigm may take optional objective functions as input.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,"High-level descriptions of structure, behavior, or control actions","A program written in this paradigm produces high-level descriptions of structure, behavior, or control actions.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Intermediate representations,A program written in this paradigm computes a multi-layer of intermediate representations called spatial aggregates.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Equivalence classes and adjacency relations,A program written in this paradigm forms equivalence classes and adjacency relations to compute spatial aggregates.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Generic operators,"A program written in this paradigm employs a small set of generic operators such as aggregation, classification, and localization to perform bidirectional mapping between the information-rich field and successively more abstract spatial aggregates.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
Spatial aggregation,Neighborhood graph,A program written in this paradigm uses a data structure called the neighborhood graph as a common interface to modularize computations.,4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
KAM,Implemented problem solver,"The given context mentions KAM, an implemented problem solver.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
MAPS,Implemented problem solver,"The given context mentions MAPS, an implemented problem solver.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
HIPAIR,Implemented problem solver,"The given context mentions HIPAIR, an implemented problem solver.",4,MUSE CSP: An Extension to the Constraint Satisfaction Problem
knowledge base,stable models,Finding the stable models of a knowledge base is a significant computational problem in artificial intelligence.,4,Exploiting Causal Independence in Bayesian Network Inference
knowledge base,stratified knowledge base,"This task is at the computational heart of truth maintenance systems, autoepistemic logic, and default logic. The class Omega_1 contains all stratified knowledge bases.",4,Exploiting Causal Independence in Bayesian Network Inference
knowledge base,NP-hard,"Unfortunately, it is NP-hard.",4,Exploiting Causal Independence in Bayesian Network Inference
stable models,Omegak,"If a knowledge base Pi is in Omega_k, then Pi has at most k stable models, and all of them may be found in time O(lnk).",4,Exploiting Causal Independence in Bayesian Network Inference
knowledge base,minimum k,"For an arbitrary knowledge base Pi, we can find the minimum k such that Pi belongs to Omega_k in time polynomial in the size of Pi.",4,Exploiting Causal Independence in Bayesian Network Inference
class,hierarchy,"This hierarchy consists of classes Omega_1,Omega_2,..., with the properties mentioned in the text.",4,Exploiting Causal Independence in Bayesian Network Inference
domain-independent techniques,practicality of well-founded partial-order planners,The author proposes some domain-independent techniques for bringing well-founded partial-order planners closer to practicality.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
search control,well-founded partial-order planners,The author aims at improving search control while keeping overhead costs low for well-founded partial-order planners.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
A* heuristic,search control,The author proposes a simple adjustment to the default A* heuristic used by UCPOP for search control.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
zero commitment plan refinements,preferring zero commitment plan refinements,The author prefers 'zero commitment' (forced) plan refinements whenever possible during planning.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
LIFO prioritization,preferring zero commitment plan refinements,The author uses LIFO prioritization otherwise during planning.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
operator parameter domains,pruning search,The author uses operator parameter domains to prune search during planning.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
initial and goal conditions,operator parameter domains,"The author initially computes parameter domains from the definitions of operators and initial and goal conditions using a polynomial-time algorithm that propagates sets of constants through the operator graph, starting in the initial conditions during planning.",4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
spurious clobbering threats,pruning nonviable operator instances,"During planning, parameter domains can be used to prune nonviable operator instances and to remove spurious clobbering threats.",4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
speedups,experiments based on modifications of UCPOP,The author's improved plan and goal selection strategies gave speedups by factors ranging from 5 to more than 1000 for a variety of problems that are nontrivial for the unmodified version during experiments.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
hardest problems,speedups,"Crucially, the hardest problems gave the greatest improvements during experiments.",4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
Lisp code,techniques and test problems,The author provides the Lisp code for their techniques and for the test problems in on-line appendices.,4,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer
discourse sense,automatically construct classification models,makes it easier to comparatively analyze the utility of alternative feature representations of the data,4,Characterizations of Decomposable Dependency Models
discourse sense,manually derived classification models already in the literature,"when compared to, the learned models often perform with higher accuracy and contain new linguistic insights into the data",4,Characterizations of Decomposable Dependency Models
sentential sense,cue phrases may be used,correctly classifying cue phrases as discourse or sentential is critical in natural language processing systems that exploit discourse structure,4,Characterizations of Decomposable Dependency Models
sentential sense,semantic rather than structural information,cue phrases may be used in a sentential sense to convey semantic rather than structural information,4,Characterizations of Decomposable Dependency Models
discourse sense,explicitly signal discourse structure,cue phrases may be used in a discourse sense to explicitly signal discourse structure,4,Characterizations of Decomposable Dependency Models
First-order learning,Finding a clause-form definition of a relation,Involves,4,A Uniform Framework for Concept Definitions in Description Logics
Functional relations,Findings definitions,Customization for,4,A Uniform Framework for Concept Definitions in Description Logics
Faster learning times,Restriction,Leads to,4,A Uniform Framework for Concept Definitions in Description Logics
Higher predictive accuracy,Definitions,"In some cases, result of",4,A Uniform Framework for Concept Definitions in Description Logics
MUSE CSP,Constraint Satisfaction Problem (CSP),"Extension of CSP called MUSE CSP is especially useful for problems that segment into multiple sets of partially shared variables, arising naturally in signal processing applications including computer vision, speech processing, and handwriting recognition.",4,Lifeworld Analysis
MUSE CSP,Low-level information utilized by segmentation algorithms,Such problems often have difficulty segmenting data in only one way given the low-level information.,4,Lifeworld Analysis
MUSE CSP,"Signal processing applications including computer vision, speech processing, and handwriting recognition",MUSE CSP can be used to compactly represent several similar instances of the constraint satisfaction problem.,4,Lifeworld Analysis
MUSE node consistency,MUSE CSP,"Introduced concepts for MUSE node consistency, MUSE arc consistency, and MUSE path consistency.",4,Lifeworld Analysis
MUSE arc consistency,MUSE CSP,Algorithms provided for MUSE arc and path consistency.,4,Lifeworld Analysis
Lexically ambiguous sentences,MUSE CSP,Demonstrated how MUSE CSP can be used to compactly represent lexically ambiguous sentences and multiple sentence hypotheses generated by speech recognition algorithms.,4,Lifeworld Analysis
Set of CSPs,MUSE CSP,Discussed how to create a MUSE CSP from a set of CSPs labeled to indicate when the same variable is shared by more than a single CSP.,4,Lifeworld Analysis
CSP,MUSE CSP,"MUSE CSP can be used to compactly represent several similar instances of the constraint satisfaction problem, reducing the work required to apply the constraints for problems which segment into multiple sets of partially shared variables.",4,Lifeworld Analysis
Bayesian network,joint probability,represents a factorization of the joint probability into conditional probabilities,4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
causal independence,Bayesian network,enables one to further factorize the conditional probabilities into smaller factors,4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
conditional probability,variable,"can be specified in terms of an associative and commutative operator on the contribution of each parent (e.g., 'or', 'sum', or 'max')",4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
VE algorithm,Bayesian network inference,uses the factorization to find the posterior distribution of the query,4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
causal independence,VE algorithm,extends VE algorithm to exploit causal independence,4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
CPCS networks for medical diagnosis,Bayesian network inference,empirical studies based on these networks show that the proposed method is more efficient than previous methods and allows for inference in larger networks than previous algorithms,4,Query DAGs: A Practical Paradigm for Implementing Belief-Network   Inference
handwriting recognition,electronic organizer,Handwriting recognition is a feature that can be implemented in an electronic organizer to efficiently enter information into a computer. This paper highlights its usage and compares its speed with other input methods for adding a person's name and address.,4,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies
adaptive menus,electronic organizer,"Adaptive menus are another intelligent user interface that can be integrated into an electronic organizer to facilitate fast information entry, as demonstrated in this paper while adding a person's name and address.",4,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies
predictive fillin,electronic organizer,"Predictive fillin is another user interface that can be implemented in an electronic organizer to efficiently enter information into a computer, as shown in this paper for adding a person's name and address. Its speed can be twice as fast compared to other methods.",4,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies
person's name,electronic organizer,"A person's name is a concept that can be entered into an electronic organizer using handwriting recognition, adaptive menus, or predictive fillin, as illustrated in this paper.",4,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies
person's address,electronic organizer,"A person's address is another concept that can be added to an electronic organizer using the aforementioned intelligent user interfaces, as demonstrated in this paper.",4,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies
decomposable dependency models,independence relationships,"Decomposable dependency models possess a number of interesting and useful properties. These properties are characterized by adding a single axiom to the well-known set characterizing dependency models isomorphic to undirected graphs, resulting in new characterizations in terms of independence relationships.",4,Flaw Selection Strategies for Partial-Order Planning
decomposable dependency models,graphical models,Our results also briefly discuss a potential application of the new characterizations to the problem of learning graphical models from data.,4,Flaw Selection Strategies for Partial-Order Planning
Instance-based learning techniques,Nominal input attributes,"The Value Difference Metric (VDM) was designed to find reasonable distance values between nominal attribute values, but it largely ignores continuous attributes, requiring discretization to map continuous values into nominal values.",4,A Complete Classification of Tractability in RCC-5
Instance-based learning techniques,Continuous input values,"These new distance functions (HVDM, IVDM, WVDM) are designed to handle applications with continuous attributes.",4,A Complete Classification of Tractability in RCC-5
Distance functions,Classification accuracy,"In experiments on 48 applications, the new distance metrics achieve higher classification accuracy on average than three previous distance functions on those datasets that have both nominal and continuous attributes.",4,A Complete Classification of Tractability in RCC-5
Nominal input attributes,Continuous input values,"The paper proposes three new heterogeneous distance functions (HVDM, IVDM, WVDM) that are designed to handle applications with nominal attributes, continuous attributes, or both.",4,A Complete Classification of Tractability in RCC-5
spontaneously spoken language,hand-coded symbolic grammar or symbolic semantic component,"approaches often have been based on encoding syntactic and semantic knowledge manually and symbolically, in contrast to the screening approach described in this paper.",4,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty
screening approach,hand-coded symbolic grammar or symbolic semantic component,"is a flat analysis which uses shallow sequences of category representations for analyzing an utterance at various syntactic, semantic and dialog levels, in contrast to the deeply structured symbolic analysis.",4,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty
spontaneously spoken language,deeply structured symbolic analysis,"approaches often have been based on encoding syntactic and semantic knowledge manually and symbolically, in contrast to the screening approach described in this paper.",4,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty
screening approach,data-driven learning,"uses (1) data-driven learning and (2) robustness of connectionist networks for supporting speech and language processing, rather than using a deeply structured symbolic analysis.",4,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty
screening approach,connectionist networks,allows more robust processing of spontaneous spoken language than deeply structured representations.,4,A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search   Difficulty
class definition,recursive definitions,"allows for different semantics to coexist in knowledge representation formalism, muALCQ. Recursive definitions enable frame-based descriptions and definitions of recursive data structures such as directed acyclic graphs, lists, streams, etc.",4,Eight Maximal Tractable Subclasses of Allen's Algebra with Metric Time
muALCQ,modal mu-calculus,"formulated correspondence to establish several properties of muALCQ, including decidability and computational complexity of reasoning",4,Eight Maximal Tractable Subclasses of Allen's Algebra with Metric Time
lifeworld,agent/environment interactions,The analysis of agent/environment interactions should be extended to include the conventions and invariants maintained by agents throughout their activity. This thicker notion of environment is referred to as a lifeworld.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
lifeworld,computational simplification of activity,Lifeworlds computationally simplify activity by providing structures that are maintained throughout agent activity.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
lifeworld,conventions and invariants,A lifeworld is defined by the conventions and invariants maintained by agents during their activity.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
agent/environment interactions,conventions and invariants,Conventions and invariants are maintained by agents during their interaction with the environment.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
Toast system,lifeworlds,The Toast system is analyzed as a specific example of a lifeworld.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
Toast system,control structures,Different versions of the Toast system implement different control structures within a common lifeworld structure.,4,Defining Relative Likelihood in Partially-Ordered Preferential   Structures
belief networks,Q-DAGs,"new paradigm for implementing inference, consists of two steps: compilation and evaluation",4,Towards Flexible Teamwork
belief networks,network queries,each leaf node represents the answer to a network query,4,Towards Flexible Teamwork
Q-DAGs,numeric operations,each node of a Q-DAG represents a numeric operation,4,Towards Flexible Teamwork
Q-DAGs,evidence symbols,each leaf node represents evidence for an event,4,Towards Flexible Teamwork
standard algorithms for exact inference,Q-DAG generation algorithm,"can be generated using clustering and conditioning algorithms, time complexity is no worse than the time complexity of the inference algorithm",4,Towards Flexible Teamwork
standard algorithms for exact inference,Q-DAG evaluation algorithm,"time and space complexity is linear in the size of the Q-DAG, standard evaluation of arithmetic expression",4,Towards Flexible Teamwork
belief networks,"on-line, real-world applications",reduces software and hardware resources required for inference,4,Towards Flexible Teamwork
An algorithm that learns from a set of examples,Abundant computing power,The ability to exploit abundant computing power improves the algorithm's ability to generalize.,4,Identifying Hierarchical Structure in Sequences: A linear-time algorithm
An algorithm that learns from a set of examples,Domain-specific knowledge,"Connectionist theory-refinement systems use domain-specific knowledge to select a neural network's topology and initial weights, which helps exploit domain-specific knowledge.",4,Identifying Hierarchical Structure in Sequences: A linear-time algorithm
REGENT algorithm,An initial population of knowledge-based neural networks,The REGENT algorithm uses domain-specific knowledge to create an initial population of knowledge-based neural networks.,4,Identifying Hierarchical Structure in Sequences: A linear-time algorithm
REGENT algorithm,Genetic operators of crossover and mutation (specifically designed for knowledge-based networks),The REGENT algorithm uses genetic operators to continually search for better network topologies.,4,Identifying Hierarchical Structure in Sequences: A linear-time algorithm
REGENT algorithm,Better network topologies,"By using genetic operators, the REGENT algorithm is able to refine the topology of the neural networks it produces, which helps improve generalization, especially when given impoverished domain theories.",4,Identifying Hierarchical Structure in Sequences: A linear-time algorithm
Least-Cost Flaw Repair (LCFR),Effective in reducing search-space size,"For many problems, combining least-cost flaw selection with delaying separable threats leads to an effective strategy for reducing search-space size without excessive computational overhead. Although this strategy provides a good default, its effectiveness may be reduced by certain domain characteristics.",4,Storing and Indexing Plan Derivations through Explanation-based Analysis   of Retrieval Failures
LCFR,ZLIFO Strategy,"Gerevini and Schubert's ZLIFO strategy makes conflicting claims about the most effective way to reduce search-space size in POCL planning, but much of its benefit is better attributed to other causes. The delay of separable threats in LCFR helps to resolve this conflict.",4,Storing and Indexing Plan Derivations through Explanation-based Analysis   of Retrieval Failures
Least-Cost Flaw Repair (LCFR),Effective in reducing search-space size,"For many problems, combining least-cost flaw selection with delaying separable threats leads to an effective strategy for reducing search-space size without excessive computational overhead. Although this strategy provides a good default, its effectiveness may be reduced by certain domain characteristics.",4,A Model Approximation Scheme for Planning in Partially Observable   Stochastic Domains
LCFR,ZLIFO Strategy,"Gerevini and Schubert's ZLIFO strategy makes conflicting claims about the most effective way to reduce search-space size in POCL planning, but much of its benefit is better attributed to other causes. The delay of separable threats in LCFR helps to resolve this conflict.",4,A Model Approximation Scheme for Planning in Partially Observable   Stochastic Domains
RCC-5,spatial algebra,"RCC-5 is a restricted version of the RCC framework, which is a spatial algebra used for spatial reasoning.",4,Dynamic Non-Bayesian Decision Making
satisfiability problem,RCC-5,The satisfiability problem for RCC-5 is a computational property that has been shown to be NP-complete.,4,Dynamic Non-Bayesian Decision Making
subclasses of RCC-5,approximately four billion,"RCC-5 has approximately four billion subclasses, but not much is known about their computational properties.",4,Dynamic Non-Bayesian Decision Making
satisfiability problem for all subclasses,polynomial or NP-complete,"We provide a complete classification of the satisfiability problem for all these subclasses, which we find to be either polynomial or NP-complete.",4,Dynamic Non-Bayesian Decision Making
maximal tractable subalgebras,four in total,"In the process of our investigation, we identify all maximal tractable subalgebras, which number four in total.",4,Dynamic Non-Bayesian Decision Making
easy-hard-easy pattern,competition between decrease in number of solutions and increased pruning,The easy-hard-easy pattern in the difficulty of combinatorial search problems as constraints are added has been explained as due to a competition between the decrease in number of solutions and increased pruning.,4,When Gravity Fails: Local Search Topology
search cost,easy-hard-easy pattern,"For some search methods, the easy-hard-easy pattern is observed even when the number of solutions is held constant, leading to a monotonic decrease in search cost as constraints are added.",4,When Gravity Fails: Local Search Topology
search cost,median search cost,"In these cases, the easy-hard-easy pattern appears to be due to changes in the size of the minimal unsolvable subproblems, rather than changing numbers of solutions.",4,When Gravity Fails: Local Search Topology
search cost,number of solutions,"If the number of solutions is held fixed by the choice of problems, then increased pruning should lead to a monotonic decrease in search cost, according to existing theory.",4,When Gravity Fails: Local Search Topology
search method,easy-hard-easy pattern,The easy-hard-easy pattern is observed for some search methods even when the number of solutions is held constant.,4,When Gravity Fails: Local Search Topology
Allen's interval algebra,maximal tractable subclasses of Allen's interval algebra,"This paper combines two important directions of research in temporal resoning: that of finding maximal tractable subclasses of Allen's interval algebra, and that of reasoning with metric temporal information.",4,Bidirectional Heuristic Search Reconsidered
Allen's interval algebra,eight new maximal tractable subclasses of Allen's interval algebra,"Eight new maximal tractable subclasses of Allen's interval algebra are presented, some of them subsuming previously reported tractable algebras.",4,Bidirectional Heuristic Search Reconsidered
Allen's interval algebra,Horn DLRs,"The algebras allow for metric temporal constraints on interval starting or ending points, using the recent framework of Horn DLRs.",4,Bidirectional Heuristic Search Reconsidered
two algebras,sequentiality between intervals,"Two of the algebras can express the notion of sequentiality between intervals, being the first such algebras admitting both qualitative and metric time.",4,Bidirectional Heuristic Search Reconsidered
likelihood ordering on worlds,logic of relative likelihood,"Starting with a likelihood or preference order on worlds, we extend it to a likelihood ordering on sets of worlds in a natural way, and examine the resulting logic. This approach is used to study counterfactuals, and Lewis earlier considered such a notion of relative likelihood for total preference orders on worlds. However, complications arise when examining partial orders that are not present for total orders, and there are subtleties involving the exact approach to lifting the order on worlds to an order on sets of worlds.",4,Incremental Recompilation of Knowledge
logic of relative likelihood,default reasoning,The axiomatization of the logic of relative likelihood in the case of partial orders gives insight into the connection between relative likelihood and default reasoning.,4,Incremental Recompilation of Knowledge
